review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1050099614,4,3.5,3,GreenCard,Dubbel,4,4,Westmalle Trappist Dubbel,7,674
1278899960,3,3,4,belgiumbud,Czech Pilsener,3,2,Gordon Biersch Czech Style Pilsner,5.6,48178
1204778680,3.5,3.5,3,charlzm,American Porter,3,3.5,Stock Porter,5.8,30588
1208064448,3,3.5,4,Slynger,Irish Dry Stout,3.5,3.5,Out Of Bounds Stout,6.3,1830
1298848430,4.5,4,3.5,hwy61mb,American IPA,4,4,Founders Harvest Ale,6.5,20478
1197568264,4.5,3,4,smurfyou,Munich Dunkel Lager,2.5,4,Battlefield Black,4.7,7900
1168030603,4.5,4.5,3.5,HappyHourHero,Doppelbock,4,4.5,Ultra,8.3,34612
1041089441,3.5,3,4,Brent,German Pilsener,4,3.5,Dinkel Acker Cd-Pils,4.9,4033
1220123210,3,2,2,illidurit,American Adjunct Lager,2,2.5,Modelo Especial,4.4,1321
1166037054,4,4,4,staveoffzombies,American IPA,4,4,Sierra Nevada Celebration Ale,6.8,1904
1034509205,3,3,3.5,TAMU99,Märzen / Oktoberfest,3,3.5,Samuel Adams Octoberfest,5.3,102
1152031362,4.5,4,4.5,bruachan,Munich Dunkel Lager,3.5,4,Weihenstephaner Tradition,5.2,12486
1320883357,3.5,3.5,3.5,GossageBrewery,American Strong Ale,3.5,3.5,Strong Wheat,9.3,74525
1257391405,5,4.5,4.5,GodOfBeer,Tripel,4.5,4,Maredsous 10 - Triple,10,2566
1222990000,3,4,3.5,barefootbrewer,Saison / Farmhouse Ale,3.5,3,Flandre-Kent Les Frères De La Bière / Thiriez XXtra,4.5,22992
1061676706,3.5,2.5,3.5,Mar-77,Rye Beer,3,3,Tailwind Rye,,6603
1306166332,3.5,3.5,3,bucklemyshoe,Light Lager,4,3.5,Sam Adams Light,4,1503
1257096070,2.5,2,3,wahhmaster,Japanese Rice Lager,3,2.5,Sapporo Premium Beer,5,10071
1203994526,3.5,3.5,3.5,ams0286,Scottish Gruit / Ancient Herbed Ale,3.5,3,Kelpie Seaweed Ale,4.4,1556
1265507553,4,4.5,4.5,PretzelCity,American Stout,4,4,Dark Horse Tres Blueberry Stout,7.5,6227
1325298148,2,3,3.5,BedetheVenerable,Belgian Strong Pale Ale,3,2,Larine Grand 95,9.5,46110
1265590537,4,3.5,3.5,augustgarage,American Brown Ale,2.5,4,Pecan Harvest Ale,5,35134
1183055987,4.5,4,4.5,dreadnatty08,Belgian Strong Dark Ale,4.5,5,Avery Anniversary Ale - Fourteen,9.46,36838
1295845926,4,4.5,4.5,diomz88,American Stout,3.5,3.5,Chocolate Stout,6,1118
1153170947,4,3.5,3,fisherman34,Belgian Pale Ale,3.5,3.5,Bruegel Amber Ale,5.2,1645
1282011865,4.5,4,4,maximum12,Russian Imperial Stout,4,4.5,110K+OT Batch #2 - I.R.I.S. - Barrel Aged,11.5,51469
1326073290,3.5,3.5,3,northyorksammy,Belgian Pale Ale,3.5,3.5,Cervoise Lancelot,6,7469
1243127156,3.5,3,3,brentk56,Light Lager,3,3,Hive,4,48574
1258784171,4.5,3.5,3.5,Gash,American Amber / Red Ale,4,4,Red Perle Red Ale - Beer Camp #11,7.2,54096
1140580351,4,3.5,3.5,scottoale,Dortmunder / Export Lager,4,4,Ayinger Jahrhundert Bier,5.5,133
1270525684,4.5,4,4.5,glid02,Tripel,4,4,Trappist Achel 8° Blond,8,2948
1231340718,4,4,4,JEdmund,American Amber / Red Ale,4,4,Red Rocket Ale,6.8,1655
1147281117,4.5,4,3.5,NolateM,American IPA,4,4,Mojo IPA,7.2,12322
1232082224,3,3.5,2.5,dudecandle,American Amber / Red Lager,4,2.5,Dundee Original Honey Brown Lager,4.5,832
1162423079,3,3.5,3.5,treehugger02010,German Pilsener,3,3.5,Saranac Adirondack Lager,5.5,903
1149909622,4.5,4.5,4,macpapi,Doppelbock,4,4.5,Ayinger Celebrator Doppelbock,6.7,131
1049128178,4,4.5,4,DrunkenPanther,Baltic Porter,4,4.5,Stone 6th Anniversary Porter,8,5752
1212108139,3.5,4,4,dyan,Winter Warmer,3.5,3.5,Oppigårds Winter Ale,5.3,22165
1218377755,3,4,3.5,MTNboy,American Brown Ale,3,3,Moose Drool Brown Ale,5.1,2296
1191895396,5,5,4.5,rickj34,American Double / Imperial Stout,3.5,4.5,AleSmith Speedway Stout,12,3833
1272251806,4,4,4,mwa423,English Stout,4,4,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),5.5,55547
1179888001,4,3.5,3.5,atsprings,Belgian Pale Ale,4,4,Springboard,6.2,34717
1324856191,4,4,4,FosterJM,Old Ale,4,4,Founders Curmudgeon (Old Ale),9.8,24905
1136951536,5,5,4.5,russpowell,Baltic Porter,5,5,Okocim Porter,8.1,1504
1310094953,4.5,4.5,4,Lemke10,Extra Special / Strong Bitter (ESB),4.5,4.5,XS Imperial Younger's Special Bitter,7.1,34761
1193772730,2.5,2,2,Marcus6679,American Adjunct Lager,1.5,2,Red Stripe Jamaican Lager,4.7,689
1202880036,4.5,4,4,trentley87,Rye Beer,4,4,Founders Red's Rye PA,6.6,16074
1212282157,4.5,4.5,4,BigMike,Scotch Ale / Wee Heavy,4,4.5,Founders Dirty Bastard,8.5,7463
1109137450,3.5,3,3.5,TheLongBeachBum,Munich Dunkel Lager,3.5,3.5,Barley's Black Mountain,4.5,8357
1174020060,4,4.5,3.5,poratfinklives,Extra Special / Strong Bitter (ESB),4,4,Magnumus Ete Tomahawkus ESB³,8,32523
1238367704,3,4,4,drseamus,American Wild Ale,3.5,3.5,Lips Of Faith - Dark Kriek,8,47558
1130614488,4.5,3.5,4,cubedbee,Dortmunder / Export Lager,4,4,Ayinger Jahrhundert Bier,5.5,133
1221001496,5,5,5,PabstMan252,Altbier,5,5,Long Trail Ale,4.6,3128
1229888650,4.5,4.5,4,BeanBone,American IPA,4.5,4.5,Sierra Nevada Anniversary Ale (2007-2009),5.9,37477
1283904110,4.5,4,4,ppoitras,Belgian Strong Dark Ale,4.5,4,Green Flash Grand Cru,9,41345
1301961962,4,3.5,4,madvermin,Maibock / Helles Bock,4,3.5,Sierra Nevada Glissade Golden Bock,6.4,55243
1232061299,3.5,4,4,timmay41,Russian Imperial Stout,3.5,4,Imperial Stout,11,356
1199744401,4,3.5,3,treehugger02010,Doppelbock,3.5,4,Spaten Optimator,7.6,99
1229332128,4,3.5,3,Macca,Weizenbock,4,3.5,Red Hill Weizenbock,7.9,35189
1291514047,4.5,4.5,4,Mosstrooper,American Double / Imperial Stout,4,4.5,Bourbon County Brand Stout,14.5,10672
1234856437,4,3,3,PeprSprYoFace,Fruit / Vegetable Beer,3.5,3.5,LongShot Grape Pale Ale,5.35,40919
1109949725,4,4.5,4,ManekiNeko,American Porter,4.5,4,Thomas Hooker Imperial Porter,7.8,14400
1078611592,4,3.5,3.5,oelergud,Märzen / Oktoberfest,4,4,Tröegs Bavarian Lager,,3823
1261631372,3,3,3,Beerandraiderfan,Bock,3,3.5,Samuel Adams Winter Lager,5.5,101
1311299234,4.5,5,4.5,lnashsig,Gueuze,4,4.5,Lindemans Gueuze Cuvée René,5,6104
1259821560,2.5,4,3.5,TheHammer,American IPA,4,2.5,Corne Du Diable,6.5,16376
1154367794,3.5,4,3.5,gdogalishus,Witbier,3.5,3,Calabaza Blanca,4.8,19306
1146051967,4,4,4.5,Gavage,Saison / Farmhouse Ale,4,4.5,Avec Les Bons Voeux,9.5,1716
1166621059,4.5,4.5,4.5,budsboy,Russian Imperial Stout,4,4.5,Great Lakes Blackout Stout,9,15813
1245207203,3.5,3.5,4.5,wheatman106,Belgian Strong Pale Ale,4,4,Unibroue 16,10,35299
1310070388,2,2,2.5,AgentZero,American Malt Liquor,2,2,"186,000 MPS",12,49633
1219364305,4,4,3.5,opwog,American Double / Imperial IPA,4.5,4.5,Hop Sauce (Hopsauce),8.2,43798
1321228797,5,4.5,4.5,TappaKeggaBrew,English Brown Ale,4.5,5,Samuel Smith's Nut Brown Ale,5,576
1322497558,4.5,4.5,4,nppeders,Belgian IPA,4,4,Bitter Monk,9,72465
1292486783,4,4.5,4.5,carterbt,Bock,4,4,Samuel Adams Chocolate Bock,5.8,14309
1222314336,4,4,3.5,SiphonKing,Lambic - Unblended,4,4.5,Cantillon Iris,5,7435
1316479521,4,4,4,Billolick,Extra Special / Strong Bitter (ESB),4.5,4,XS Imperial Younger's Special Bitter,7.1,34761
1316751149,4,4,4,drabmuh,American Brown Ale,4.5,4,Barrio,5.5,70880
1234923659,5,4.5,4,drtth,American Black Ale,4,4.5,Stone Sublimely Self-Righteous Ale,8.7,38470
1309766439,4,4,4,Sideswipe,American Barleywine,4,4,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,2671
1261866704,4,4,4,BlackBearForge,Belgian Strong Pale Ale,4,4,Don de Dieu,9,694
1265227374,4.5,4.5,4,womencantsail,American Wild Ale,4.5,4,Synergy,6.7,28088
1212737561,4,4,4,rxdrewthejew,Belgian Strong Dark Ale,3.5,4,Collaboration Not Litigation Ale,8.72,34877
1298780321,5,4.5,4.5,evilbunnee,Hefeweizen,5,4.5,Sierra Nevada Kellerweis Hefeweizen,4.8,48434
1312207948,4,4,4,Arithmeticus,Dubbel,3.5,4,Abbey Ale,8,45583
1251276005,4.5,4,4,mdagnew,American IPA,4,4,Caldera IPA,6.1,10784
1279409207,4,3,3.5,TMoney2591,American Blonde Ale,4,4,Blues' Golden Ale,5.9,60135
1266973655,4,4.5,4.5,kjyost,Oatmeal Stout,3,4,Trader Joe's Stockyard Oatmeal Stout,5,5688
1194150635,4,4,4,travolta,American IPA,4,4,Northern Hemisphere Harvest Wet Hop Ale,6.7,6549
1104808535,5,3,4,moocey,American Amber / Red Ale,3,4,American Amber Ale,5.6,363
1160784342,4,3.5,4,mountdew1,American Double / Imperial Stout,4,3.5,Newport Storm - Derek (Cyclone Series),8.7,31241
1221658010,4.5,4,4,Kadonny,American IPA,4,4,Flower Power India Pale Ale,7.5,6076
1231125025,3.5,3,4,yemenmocha,English Bitter,4,3,Hopback Summer Lightning,5,5785
1231817833,4,3.5,4,glid02,Maibock / Helles Bock,3.5,3,Andygator,8,1565
1269038313,4,4,4,Mora2000,Herbed / Spiced Beer,4,3.5,Hitachino Nest Real Ginger Brew,7,24751
1299957583,4.5,3.5,4,ebby82,American Pale Ale (APA),4,4,Tuppers' Hop Pocket Ale,6,2898
1313690005,4,4,4,Mebuzzard,English Bitter,4,4,Bitchin Bitter,,662
1296940589,2.5,1.5,3.5,GRG1313,Scottish Ale,2.5,3,Bell's Christmas Ale,5.4,45765
1279895570,4.5,4,4,DNICE555,Doppelbock,4,4,Smooth Hoperator,7,36670
1177199517,3,4,3.5,onehomesickalien,English Barleywine,4.5,4,Blithering Idiot,11.1,1566
1192463514,4,2.5,3,crazybrody06,Euro Pale Lager,2.5,3,Baltika #5 Gold,5.3,4699
1021833177,4,4.5,4,beernut7,Old Ale,4.5,5,Gale's Prize Old Ale,9,3732
1226381693,4,4,4.5,AKBelgianBeast,Belgian Strong Dark Ale,4,4.5,Santa's Little Helper 2007,11,40849
1282336211,2.5,3,3.5,Ryan011235,American Pale Ale (APA),2.5,2,Bell's Pale Ale,5.2,1206
1159404531,3.5,4.5,4,barefootbrewer,American Stout,4.5,4.5,Chocolate Stout,6,1118
1284916260,5,4.5,4,emmasdad,American Strong Ale,4.5,5,Moloch,13,52524
1086315769,4,4.5,4,CRJMellor,American Barleywine,4.5,4.5,Fish Tale Leviathan Barleywine,10,3982
1254013760,4,3,4,t3hcho53non3,Märzen / Oktoberfest,3,3.5,Samuel Adams Octoberfest,5.3,102
1323143831,4.5,4.5,4,doopydoogle,American Double / Imperial Stout,4.5,4.5,Founders Breakfast Stout,8.3,11757
1149456837,2.5,3.5,3,TRAICH,Bock,2.5,3,Jack In The Bock,6.5,29137
1315331810,4.5,4,4,spinrsx,Smoked Beer,4,4,Revenante,5,14752
1160428981,4,3.5,4,HopHeadLouie,American IPA,5,4.5,AleSmith IPA,7.25,3916
1191980269,5,5,4.5,doppler,Czech Pilsener,5,5,Pilsner Urquell,4.4,429
1272400961,3,4,2.5,BlackHaddock,Baltic Porter,3,3,Baltika #6 Porter,7,4694
1298551031,4.5,4.5,4,Slatetank,American Double / Imperial IPA,4,4.5,Hoptimum Double IPA - Beer Camp #19,10.4,55939
1324358471,4,4.5,3.5,danieelol,English Barleywine,3.5,4,Devine Rebel,12.5,48865
1250548407,4,3,3,Tone,Light Lager,4,3.5,Light,4,13769
1238200036,4,3.5,4,gford217,Tripel,3.5,4,Dan's Tripellicious,9,48772
1064270676,3.5,3.5,4,jdhilt,Hefeweizen,3.5,3.5,Whitewater Wheat Ale,5.3,144
1167092201,5,3.5,4,ozzyfan97,American Adjunct Lager,4,4.5,Pabst Blue Ribbon (PBR),4.74,1331
1214615317,4,4,4,drumrboy22,American Double / Imperial Stout,3.5,4,Imperial Stout (Brewmaster Reserve 2008),8,41251
1242329713,4.5,5,4.5,cameraman,American Double / Imperial IPA,4.5,4.5,Founders Double Trouble,9.4,34146
1163341675,4,4,3.5,NeroFiddled,Witbier,3.5,4,Wit Or Witout,,31225
1089595261,3.5,3.5,4,WesWes,Hefeweizen,3.5,3,Organic Hefe-Weizen,5.1,82
1261505017,4.5,4.5,4.5,Sunnanek,American Double / Imperial Stout,4.5,4.5,Péché Mortel (Imperial Stout Au Cafe),9.5,10325
1122099230,3.5,3,2.5,DogFood11,Belgian Pale Ale,3,3,Bruegel Amber Ale,5.2,1645
1323351408,3.5,4,4,stakem,Quadrupel (Quad),3.5,4,Ovila Quad,10.4,74634
1104284135,5,3.5,3.5,poundboy,Bock,4,4.5,Samuel Adams Chocolate Bock,5.8,14309
1276366390,3.5,4,4,weeare138,American Barleywine,4,4.5,Sunturnbrew,11,47232
1238549631,5,5,4.5,TexIndy,Weizenbock,4.5,5,Schneider Aventinus,8.2,224
1158432355,4,4,4.5,wl0307,Hefeweizen,5,4,Weihenstephaner Hefeweissbier,5.4,731
1198104927,3,3.5,3,CWiggins,American Barleywine,3,2.5,Third Coast Old Ale,10.2,1891
1109716001,4.5,4.5,5,BeerFink,Russian Imperial Stout,5,5,Bell's Expedition Stout,10.5,1444
1249067188,4,3.5,4,Jayli,American Pale Wheat Ale,3.5,3.5,Somer Orange Honey Wheat,5.2,33708
1323484586,3.5,4,4,coldriver,Winter Warmer,4,4,Nutcracker Ale,5.9,3322
1305754239,3.5,3.5,3.5,Auracom,Witbier,3.5,3,Monarch White Beer,4.5,9951
1245989742,4.5,4,4,CampusCrew,Baltic Porter,4.5,4.5,Harpoon Leviathan - Baltic Porter,9.5,45934
1250160529,4,3,3.5,treehugger02010,Hefeweizen,5,4,Royal Weisse,5.6,29734
1175646454,3.5,3,3.5,msubulldog25,Oatmeal Stout,3.5,3.5,Squatters Capt. Bastard's Oatmeal Stout,4,1909
1324655499,4,3.5,3,tfsimpkins,American Amber / Red Ale,4,4,Tocobaga Red Ale,7.4,61877
1170974068,3,4,3,Gueuzedude,American Barleywine,4,3.5,Old Godfather Barley Wine-Style Ale,10.2,8624
1254286837,3.5,2.5,3,CHickman,Maibock / Helles Bock,3,3.5,Harpoon Helles Blond Bock (100 Barrel Series # 27),7.4,49845
1196732764,3.5,4,4,ffejherb,Extra Special / Strong Bitter (ESB),3,3.5,Beast Bitter,5.3,329
1180710331,4,4,4,jspruit,American Pale Ale (APA),4,4,Bell's Pale Ale,5.2,1206
1110692401,4,4,4,mmmbeer,Irish Red Ale,4,4,Starr Hill Amber Ale,4.8,29993
1321144612,4,4.5,3.5,Mar02x,Russian Imperial Stout,3.5,4.5,Emelisse Imperial Russian Stout - Peated Jack Daniels Barrel Aged,9.5,75194
1296516738,3,2,2.5,richkrull,American Adjunct Lager,4,2.5,Milwaukee Premium Brewing Company Classic Ice,6,32756
1297708404,4,4,4,drummstikk,Oatmeal Stout,5,5,Port Barrel Aged Oatmeal Stout,8.7,16689
1155863684,3.5,3,3,edmundfitzoil,American Dark Wheat Ale,3.5,3.5,Brewer Patriot Collection - James Madison Dark Wheat Ale,,30856
1168059178,4,3,4,Abita45,English Brown Ale,4,4,Hobgoblin,5.2,236
1171001391,3.5,4,4,lou91,Braggot,3.5,4,Cherry Brackett,9,20358
1301318485,4,4,4,jera1350,American Double / Imperial Stout,4,3.5,Bell's Harry Magill's Spiced Stout,7.9,2133
1176949482,3.5,3,3.5,Georgiabeer,Kölsch,3,3,Tire Bite Golden Ale,5.1,2151
1323126334,3.5,3,3,beerthulhu,Fruit / Vegetable Beer,3,3.5,Shiner Ruby Redbird,4.01,67274
1269114033,3.5,4.5,4,SamN,American IPA,4,4,Odell IPA,7,35626
1135300018,3,3,3,lackenhauser,Märzen / Oktoberfest,3,2.5,Shiner Oktoberfest,5.8,60642
1226633596,4,4.5,4,ChainGangGuy,Eisbock,4.5,4.5,Schneider Aventinus Weizen-Eisbock,12,1934
1287638407,4,4.5,3.5,joemcgrath27,Winter Warmer,3.5,4,Lions Winter Ale,5.5,20283
1303705407,2,2,3,philbertk,American IPA,2,2,Lazy Boy Dry Hop IPA,5.5,68375
1323308718,4,4.5,4,siradmiralnelson,Quadrupel (Quad),4,4.5,Pannepot Grand Reserva,10,41690
1213990805,4.5,4,4,Proteus93,American Amber / Red Ale,4,4,Stone Levitation Ale,4.4,6301
1227483140,3,3.5,2.5,RSRIZZO,American Barleywine,2.5,2.5,Hog Heaven Barley Wine,9.2,1490
1290134608,3.5,3,4,smakawhat,Winter Warmer,3.5,3.5,Full Sail Wassail,7,217
1306200175,3.5,3.5,4,Lunch,American Stout,3.5,3.5,Captain Stout,5.5,9763
1271122449,3.5,4.5,4,nickd717,Russian Imperial Stout,4.5,4.5,Whisky Barrel Black As The Night,13,52885
1277174636,3.5,3,3.5,vkv822,Belgian IPA,4,3.5,Belgica,7.2,49436
1233641629,5,4.5,5,rye726,Bière de Garde,5,4,Bière De Mars,7,25142
1198326696,3.5,4,3,russo,Hefeweizen,3,3.5,Weizenland Weisbier Hefetrüb,4.8,23348
1304190598,4,4.5,4,jman892,American Pale Ale (APA),4,4.5,Tröegs Pale Ale,5.4,2619
1289012460,5,4,5,number1bum,American IPA,4.5,5,Estate Homegrown Wet Hop Ale,6.7,62328
1268202643,4,4,4.5,Brewsmith,Oatmeal Stout,4.5,4,Oatis,7.2,39296
1280967338,4,3.5,3.5,JayQue,Witbier,3.5,4,White Ale,4.5,59123
1198362113,4.5,4.5,4.5,dsa7783,Maibock / Helles Bock,5,5,Dead Guy Ale,6.5,355
1196607259,3.5,3,4,Taelec,American Amber / Red Ale,3.5,3.5,Pinstripe Red Ale,5.15,3148
1303006581,3.5,4,4.5,JamnesCameron,English Barleywine,3.5,4,Insanity,11.1,18199
1063681345,4.5,3.5,3.5,jtfest,American Pale Wheat Ale,4.5,4,Sunshine Wheat Beer,4.8,1911
1295356137,4,4,4,StlHopHead77,American Double / Imperial IPA,4,4.5,He'Brew Bittersweet Lenny's R.I.P.A.,10,30970
1227139410,5,4,4.5,luvbeer,Doppelbock,5,5,Ayinger Celebrator Doppelbock,6.7,131
1197002256,4,3.5,3.5,TheTrevor,English Strong Ale,3.5,3.5,Geary's Hampshire Special Ale,7,1630
1157669240,4,3,3,bodybyadam,Scottish Ale,4,3.5,Jameson's Scottish Ale,6.4,11568
1087173511,4,4.5,4.5,RoyalT,Dunkelweizen,3.5,4,Ramstein Classic,5.5,2617
1120323465,3.5,3.5,3.5,PatandDavid,American Stout,3,3.5,Straight-Edge Stout,6.1,17285
1285458653,5,4.5,4,JMad,American IPA,4.5,4.5,Racer 5 India Pale Ale,7,2751
1309491927,5,5,5,Gehrig,Russian Imperial Stout,5,5,Stone Imperial Russian Stout,10.5,1160
1149721954,3.5,3,2,GuinnessHero,American Adjunct Lager,3.5,3,Pabst Blue Ribbon (PBR),4.74,1331
1194663571,4,3.5,4,SargeC,American Pale Lager,3.5,4,Longboard Island Lager,4.6,5328
1264452784,3.5,3.5,2.5,Kegatron,American Stout,3,4,Coffee Stout,5.4,55354
1185507701,4,5,3.5,flexabull,American Double / Imperial Stout,3.5,5,Bell's Batch 7000,12,26238
1136867137,4,4.5,3,bennetj17,American IPA,3.5,4,Stone IPA (India Pale Ale),6.9,88
1236531787,3.5,3,3.5,ChainGangGuy,American Pale Ale (APA),3.5,3.5,Ruth,5.6,944
1159047425,4,3,4,jcdiflorio,Witbier,4,3.5,Great Lakes Holy Moses,5.4,9353
1255459481,4.5,4.5,4.5,unclejimbay,Märzen / Oktoberfest,4.5,4.5,Beck's Oktoberfest,5,83
1317416550,4,4,4,BeerForMuscle,Milk / Sweet Stout,4,4,Jason Fields & Kevin Sheppard / Tröegs / Stone Cherry Chocolate Stout,7.3,71405
1322274959,3.5,4,4,bamadog,Braggot,4,3.5,Sixteen,10.5,69407
1226528988,5,2.5,3,steeler,American Adjunct Lager,3,4,Old Milwaukee Ice,5.9,7484
1287012615,4,4,4.5,Daktyls,Scottish Ale,4,4,Ommegang Cup O Kyndnes (Cup Of Kindness),6.6,51641
1192990629,2.5,2,2.5,DC11,American Adjunct Lager,3,2.5,Grain Belt Premium,4.6,10364
1291948132,4,4,4,nova009,American IPA,3.5,3.5,Rumble IPA,7.1,60832
1320970777,3.5,4,3.5,bluejacket74,American Brown Ale,3.5,3.5,Nut Hugger Brown,5.4,42003
1210821058,4,3,3.5,RixBeer,American Pale Ale (APA),3.5,3,Steelhead Extra Pale Ale,5.6,824
1219148476,3.5,4,4,aforbes10,American Wild Ale,3.5,4,"Luciérnaga, The Firefly - Grand Reserve",7,28335
1300043990,3.5,4,4.5,brentk56,American Black Ale,4,3.5,Black Hops Beer,6.75,59877
1310601410,4,4,4,Jimmys,Russian Imperial Stout,3.5,4,Stone Imperial Russian Stout,10.5,1160
1291583517,3.5,3.5,4,gpogo,American Amber / Red Ale,3.5,3.5,Believer,6.9,37381
1139283381,5,4.5,4.5,orfeu,Quadrupel (Quad),5,5,Trappistes Rochefort 10,11.3,645
1311564621,4,4,4.5,CHickman,Euro Dark Lager,3.5,3.5,Kelso Nut Brown Lager,5.75,33357
1124334704,3,3.5,4,beerfan82,English India Pale Ale (IPA),3,3.5,Duke Of Wellington India Pale Ale,,5314
1264799598,4.5,4,4,TheHammer,English Pale Ale,3.5,4,Coopers Sparkling Ale,5.8,2128
1221418525,4.5,4,4.5,baggio,American Double / Imperial Stout,4,4,Grain Barrel Stout,9.8,44866
1242433904,3.5,3.5,3.5,mikesgroove,American Amber / Red Ale,4,3.5,Olde Towne Amber,4.6,21136
1309655661,4,4,4,Bookseeb,American Blonde Ale,4.5,4.5,Citra Summer Blonde Brew,4.3,68601
1192824267,3.5,3.5,4,Stimack,American Pale Ale (APA),3,3,Porkslap Pale Ale,4.3,28751
1317961203,3.5,3.5,4.5,Jayli,Belgian IPA,4,3.5,Collaboration No. 2 - White IPA,7.5,68746
1284515435,4,4,4,Stigs,Pumpkin Ale,4,4,Samuel Adams Harvest Pumpkin Ale,5.7,45844
1060470308,4,3.5,3.5,BeerBuilder,American IPA,3.5,3.5,Stockyard IPA,6.8,12018
1247710005,3,3,3.5,vrazionale,Belgian Pale Ale,3,3.5,Devotion Ale,6.25,36539
1245876956,4.5,4,4,gonzo46and2,American Strong Ale,4.5,4,Eccentric Ale 2007 (Released 2008),9.5,46610
1111235035,3.5,3,4,dgthompson,American Adjunct Lager,3.5,4,Modelo Especial,4.4,1321
1156187835,5,4,4,CH3CH2OH,American IPA,5,5,Masala Mama India Pale Ale,5.9,6368
1324182414,4.5,3.5,3.5,comfortablynumb1,Russian Imperial Stout,4.5,4.5,Plead The 5th Imperial Stout,12,45073
1210391933,4,3,3,gnargnar,Light Lager,3.5,3.5,Amstel Light,3.5,436
1069889383,4,4,4.5,NeroFiddled,Black & Tan,3.5,4,Dominion Black & Tan,4.7,4730
1093318641,3,4,4,blitheringidiot,Doppelbock,3.5,4,Samichlaus Bier,14,776
1242679477,4,4,4,dhd1491,Witbier,3.5,4,Samuel Adams Imperial White,10.3,47317
1301361681,4,4,4,lmdengis,Quadrupel (Quad),4.5,4,Three Philosophers Belgian Style Blend (Quadrupel),9.8,3457
1313343824,3.5,4,4,lordofthewiens,American IPA,3,3.5,IPA Nectar,6.8,9024
1178417601,4.5,4.5,4,yemenmocha,American IPA,4,4.5,Big Sky IPA,6.2,5554
1314215394,3,2.5,3,WastingFreetime,American Pale Wheat Ale,3,3,Blue Moon Summer Honey Wheat,5.2,70089
1285111199,3.5,4,3.5,ShogoKawada,Pumpkin Ale,2.5,3.5,Pumple Drumkin Spiced Ale,6,44964
1213117431,2.5,2,4,Halcyondays,American Pale Wheat Ale,3.5,3,Samuel Adams Summer Ale,5.3,103
1204513847,4,3,4,GatorBeerNerd,Belgian Strong Dark Ale,4,4.5,The Beast Grand Cru,16.83,15619
1195854881,3.5,3.5,4.5,Damian,Quadrupel (Quad),3,3.5,La Trappe Quadrupel (Koningshoeven / Dominus),10,1402
1143859977,2.5,3,3.5,jpm30,American Stout,2.5,2.5,Oatmeal Stout,,29595
1067748662,3.5,3.5,4,Bighuge,English Brown Ale,3.5,3,Bar Harbor Real Ale,5.2,1052
1276794596,3.5,3.5,4,ckeegan04,Braggot,3.5,3.5,Brother Adam's Bragget Ale,11.8,2486
1246190852,4.5,4,4,nc41,American IPA,4.5,4.5,Racer 5 India Pale Ale,7,2751
1277667567,3.5,4,3.5,yesyouam,American Double / Imperial IPA,4,3.5,10th Anniversary Double India Pale Ale,10,23626
1070389757,3.5,2.5,3,jackndan,American Pale Ale (APA),3,3,Lost Coast Pale Ale,5.2,5279
1264641789,4.5,4.5,4.5,Phyl21ca,American Wild Ale,4.5,4.5,Unplugged Cranbic Ale,4.8,53433
1270388491,4,4,4.5,mikeborglum,Maibock / Helles Bock,4.5,4,Boss Tom's Golden Bock,6.1,56707
1196541324,4,4,3,DavidSeanNJ,Altbier,3.5,4,Double Bag,7.2,273
1298521981,3.5,3.5,3.5,BeardedRiker,American Amber / Red Ale,4,3.5,Powder Hound Winter Ale,7.2,2263
1318986785,4.5,4,4.5,Finn,American IPA,4,4.5,Tröegs Perpetual IPA,7.5,71969
1323873866,4.5,4,4,avalon07,American Pale Ale (APA),4,4,Mash Up New Zealand Collaboration Ale 2011,6,71080
1238467959,3,3.5,4,LilBeerDoctor,Rye Beer,3,3,Cane & Ebel,7,30502
1079055560,3,3.5,4,TripelJ,American Strong Ale,4,3.5,Double Bastard Ale,10.5,1056
1300591433,4,3.5,4,emerge077,Old Ale,4,4.5,Cherry Adam From The Wood,10,45936
1305773533,4,4,4,ngeunit1,Kölsch,4,3.5,Harpoon Summer Beer,5.5,307
1247671393,3.5,3,3.5,onid678,English Pale Ale,3.5,3.5,Dr Tim's Traditional Ale,4.5,24724
1310356406,4.5,4.5,4,Krakistophales,Quadrupel (Quad),4,4.5,The Sixth Glass,10.5,39621
1191375330,4,3.5,3,number1bum,Märzen / Oktoberfest,3.5,3.5,Oktober Fest,5,25382
1317298414,4,4,4,kbutler1,American Double / Imperial IPA,4,4,Tank Monkey,8.6,72227
1068262025,4,3.5,3,HCYJ,Cream Ale,3.5,4,Honey Cream Ale,5.5,365
1310090613,4,4,3.5,zeff80,English Barleywine,4,4,Antiquity Rye Wine,8.6,48677
1308200906,3.5,3.5,3.5,xerenthar,American Pale Lager,4,3.5,Coney Island Sword Swallower,6.8,43149
1320021045,4,3,4,tfratzke,Pumpkin Ale,3,4,Pumpkin Ale,5,62568
1203984788,3.5,4,3.5,Drew966,Fruit / Vegetable Beer,4,4,He'Brew Genesis 10:10,10,30969
1269023737,4.5,4.5,4.5,tigg924,Rye Beer,4,4.5,Permagrin Rye Pale Ale,6,54050
